"PATHWAY_ID","PATHWAY_NAME","CATEGORY_NAME"
"bioplanet_218","PRC2 complex long-term gene silencing through modification of histone tails","Transcriptional regulation"
"bioplanet_218","PRC2 complex long-term gene silencing through modification of histone tails","expression"
"bioplanet_219","Multi-step regulation of transcription by PITX2","Cancer"
"bioplanet_219","Multi-step regulation of transcription by PITX2","DevelopmentalBiology"
"bioplanet_219","Multi-step regulation of transcription by PITX2","Endocrine system"
"bioplanet_219","Multi-step regulation of transcription by PITX2","Reproduction"
"bioplanet_219","Multi-step regulation of transcription by PITX2","Stress response"
"bioplanet_219","Multi-step regulation of transcription by PITX2","Transcription"
"bioplanet_219","Multi-step regulation of transcription by PITX2","Transcriptional regulation"
"bioplanet_219","Multi-step regulation of transcription by PITX2","expression"
"bioplanet_22","PTEN-dependent cell cycle arrest and apoptosis","Apoptosis"
"bioplanet_22","PTEN-dependent cell cycle arrest and apoptosis","Cancer"
"bioplanet_22","PTEN-dependent cell cycle arrest and apoptosis","Cell death"
"bioplanet_22","PTEN-dependent cell cycle arrest and apoptosis","Cell proliferation"
"bioplanet_22","PTEN-dependent cell cycle arrest and apoptosis","CellCycleRegulation"
"bioplanet_22","PTEN-dependent cell cycle arrest and apoptosis","CellSignaling"
"bioplanet_22","PTEN-dependent cell cycle arrest and apoptosis","Circulatory system"
"bioplanet_220","Effect of METS on macrophage differentiation","Cancer"
"bioplanet_220","Effect of METS on macrophage differentiation","Circulatory system"
"bioplanet_220","Effect of METS on macrophage differentiation","DevelopmentalBiology"
"bioplanet_220","Effect of METS on macrophage differentiation","Immune system"
"bioplanet_220","Effect of METS on macrophage differentiation","Infectious disease"
"bioplanet_220","Effect of METS on macrophage differentiation","expression"
"bioplanet_221","IGF-1 receptor and longevity","Cell death"
"bioplanet_221","IGF-1 receptor and longevity","Circulatory system"
"bioplanet_221","IGF-1 receptor and longevity","DevelopmentalBiology"
"bioplanet_221","IGF-1 receptor and longevity","Endocrine system"
"bioplanet_221","IGF-1 receptor and longevity","Metabolism"
"bioplanet_221","IGF-1 receptor and longevity","Nervous system"
"bioplanet_221","IGF-1 receptor and longevity","Neuroscience"
"bioplanet_222","Vitamin C in the brain","DevelopmentalBiology"
"bioplanet_222","Vitamin C in the brain","Metabolism"
"bioplanet_222","Vitamin C in the brain","Musculoskeletal system"
"bioplanet_222","Vitamin C in the brain","Nervous system"
"bioplanet_222","Vitamin C in the brain","Neuroscience"
"bioplanet_222","Vitamin C in the brain","Transport"
"bioplanet_222","Vitamin C in the brain","Vitamin and cofactor metabolism"
"bioplanet_223","Lissencephaly gene (LIS1) in neuronal migration and development","Cell motility"
"bioplanet_223","Lissencephaly gene (LIS1) in neuronal migration and development","DevelopmentalBiology"
"bioplanet_223","Lissencephaly gene (LIS1) in neuronal migration and development","Genetic disease"
"bioplanet_223","Lissencephaly gene (LIS1) in neuronal migration and development","Nervous system"
"bioplanet_223","Lissencephaly gene (LIS1) in neuronal migration and development","Neurological disease"
"bioplanet_223","Lissencephaly gene (LIS1) in neuronal migration and development","Neuroscience"
"bioplanet_224","Cardiac protection against reactive oxygen species","Circulatory system"
"bioplanet_224","Cardiac protection against reactive oxygen species","Drug Development"
"bioplanet_224","Cardiac protection against reactive oxygen species","Small molecule metabolism"
"bioplanet_224","Cardiac protection against reactive oxygen species","Stress response"
"bioplanet_224","Cardiac protection against reactive oxygen species","Transport"
"bioplanet_225","ABC transporters","Digestive system"
"bioplanet_225","ABC transporters","Environmental Information Processing:Membrane transport"
"bioplanet_225","ABC transporters","Lipid metabolism"
"bioplanet_225","ABC transporters","Small molecule metabolism"
"bioplanet_225","ABC transporters","Transport"
"bioplanet_226","MAPK signaling pathway","Cancer"
"bioplanet_226","MAPK signaling pathway","Circulatory system"
"bioplanet_226","MAPK signaling pathway","Environmental Information Processing:Signal transduction"
"bioplanet_226","MAPK signaling pathway","Immune system"
"bioplanet_226","MAPK signaling pathway","Infectious disease"
"bioplanet_226","MAPK signaling pathway","Protein modification"
"bioplanet_226","MAPK signaling pathway","Reproduction"
"bioplanet_226","MAPK signaling pathway","Stress response"
"bioplanet_227","ERBB signaling pathway","Cancer"
"bioplanet_227","ERBB signaling pathway","Cell proliferation"
"bioplanet_227","ERBB signaling pathway","Circulatory system"
"bioplanet_227","ERBB signaling pathway","Environmental Information Processing:Signal transduction"
"bioplanet_227","ERBB signaling pathway","Immune system"
"bioplanet_227","ERBB signaling pathway","Nervous system"
"bioplanet_227","ERBB signaling pathway","Protein modification"
"bioplanet_227","ERBB signaling pathway","Stress response"
"bioplanet_227","ERBB signaling pathway","Transcription"
"bioplanet_228","Calcium signaling pathway","Cardiovascular disease"
"bioplanet_228","Calcium signaling pathway","Circulatory system"
"bioplanet_228","Calcium signaling pathway","Environmental Information Processing:Signal transduction"
"bioplanet_228","Calcium signaling pathway","Nervous system"
"bioplanet_228","Calcium signaling pathway","Neurological disease"
"bioplanet_228","Calcium signaling pathway","Transport"
"bioplanet_229","Phosphatidylinositol signaling system","Environmental Information Processing:Signal transduction"
"bioplanet_229","Phosphatidylinositol signaling system","Lipid metabolism"
"bioplanet_229","Phosphatidylinositol signaling system","Small molecule metabolism"
"bioplanet_23","Rb tumor suppressor/checkpoint signaling in response to DNA damage","Apoptosis"
"bioplanet_23","Rb tumor suppressor/checkpoint signaling in response to DNA damage","Cancer"
"bioplanet_23","Rb tumor suppressor/checkpoint signaling in response to DNA damage","Cell division"
"bioplanet_23","Rb tumor suppressor/checkpoint signaling in response to DNA damage","Cell proliferation"
"bioplanet_23","Rb tumor suppressor/checkpoint signaling in response to DNA damage","CellCycleRegulation"
"bioplanet_23","Rb tumor suppressor/checkpoint signaling in response to DNA damage","Stress response"
"bioplanet_23","Rb tumor suppressor/checkpoint signaling in response to DNA damage","expression"
"bioplanet_230","Wnt signaling pathway","Cancer"
"bioplanet_230","Wnt signaling pathway","Cell proliferation"
"bioplanet_230","Wnt signaling pathway","Circulatory system"
"bioplanet_230","Wnt signaling pathway","Environmental Information Processing:Signal transduction"
"bioplanet_230","Wnt signaling pathway","Stress response"
"bioplanet_231","Hedgehog signaling pathway","Cancer"
"bioplanet_231","Hedgehog signaling pathway","Cell differentiation"
"bioplanet_231","Hedgehog signaling pathway","Cell proliferation"
"bioplanet_231","Hedgehog signaling pathway","Developmental toxicity"
"bioplanet_231","Hedgehog signaling pathway","Environmental Information Processing:Signal transduction"
"bioplanet_231","Hedgehog signaling pathway","Musculoskeletal system"
"bioplanet_231","Hedgehog signaling pathway","Reproduction"
"bioplanet_232","TGF-beta regulation of skeletal system development","Environmental Information Processing:Signal transduction"
"bioplanet_232","TGF-beta regulation of skeletal system development","Musculoskeletal system"
"bioplanet_232","TGF-beta regulation of skeletal system development","Reproduction"
"bioplanet_232","TGF-beta regulation of skeletal system development","Stress response"
"bioplanet_233","VEGF signaling pathway","Cancer"
"bioplanet_233","VEGF signaling pathway","Cardiovascular disease"
"bioplanet_233","VEGF signaling pathway","Cell proliferation"
"bioplanet_233","VEGF signaling pathway","Circulatory system"
"bioplanet_233","VEGF signaling pathway","Environmental Information Processing:Signal transduction"
"bioplanet_233","VEGF signaling pathway","Immune system"
"bioplanet_233","VEGF signaling pathway","Infectious disease"
"bioplanet_233","VEGF signaling pathway","Stress response"
"bioplanet_234","Jak-STAT signaling pathway","Cell differentiation"
"bioplanet_234","Jak-STAT signaling pathway","Circulatory system"
"bioplanet_234","Jak-STAT signaling pathway","Environmental Information Processing:Signal transduction"
"bioplanet_234","Jak-STAT signaling pathway","Immune disease"
"bioplanet_234","Jak-STAT signaling pathway","Infectious disease"
"bioplanet_234","Jak-STAT signaling pathway","Protein modification"
"bioplanet_235","Cytokine-cytokine receptor interaction","Cell motility"
"bioplanet_235","Cytokine-cytokine receptor interaction","Environmental Information Processing:Signaling molecules and interaction"
"bioplanet_235","Cytokine-cytokine receptor interaction","Immune system"
"bioplanet_235","Cytokine-cytokine receptor interaction","Infectious disease"
"bioplanet_236","Neuroactive ligand-receptor interaction","Environmental Information Processing:Signaling molecules and interaction"
"bioplanet_236","Neuroactive ligand-receptor interaction","Nervous system"
"bioplanet_236","Neuroactive ligand-receptor interaction","Neurological disease"
"bioplanet_236","Neuroactive ligand-receptor interaction","Substance dependence"
"bioplanet_236","Neuroactive ligand-receptor interaction","Transport"
"bioplanet_237","ECM-receptor interaction","Cardiovascular disease"
"bioplanet_237","ECM-receptor interaction","Circulatory system"
"bioplanet_237","ECM-receptor interaction","Environmental Information Processing:Signaling molecules and interaction"
"bioplanet_237","ECM-receptor interaction","Genetic disease"
"bioplanet_237","ECM-receptor interaction","Infectious disease"
"bioplanet_238","Cell adhesion molecules (CAMs)","Environmental Information Processing:Signaling molecules and interaction"
"bioplanet_238","Cell adhesion molecules (CAMs)","Immune disease"
"bioplanet_238","Cell adhesion molecules (CAMs)","Immune system"
"bioplanet_238","Cell adhesion molecules (CAMs)","Infectious disease"
"bioplanet_239","Transcriptional activation of dbpB from mRNA","RNA processing"
"bioplanet_239","Transcriptional activation of dbpB from mRNA","Transcription"
"bioplanet_239","Transcriptional activation of dbpB from mRNA","Transcriptional regulation"
"bioplanet_239","Transcriptional activation of dbpB from mRNA","expression"
"bioplanet_24","Hypoxia and p53 in the cardiovascular system","Apoptosis"
"bioplanet_24","Hypoxia and p53 in the cardiovascular system","Cancer"
"bioplanet_24","Hypoxia and p53 in the cardiovascular system","CellCycleRegulation"
"bioplanet_24","Hypoxia and p53 in the cardiovascular system","Circulatory system"
"bioplanet_24","Hypoxia and p53 in the cardiovascular system","DNA repair"
"bioplanet_24","Hypoxia and p53 in the cardiovascular system","Stress response"
"bioplanet_24","Hypoxia and p53 in the cardiovascular system","expression"
"bioplanet_240","SUMOylation as a mechanism to modulate CtBP-dependent gene responses","Immune system"
"bioplanet_240","SUMOylation as a mechanism to modulate CtBP-dependent gene responses","Protein modification"
"bioplanet_240","SUMOylation as a mechanism to modulate CtBP-dependent gene responses","Transcriptional regulation"
"bioplanet_240","SUMOylation as a mechanism to modulate CtBP-dependent gene responses","expression"
"bioplanet_241","Antisense RNA pathway","RNA processing"
"bioplanet_241","Antisense RNA pathway","Transcription"
"bioplanet_241","Antisense RNA pathway","Transcriptional regulation"
"bioplanet_241","Antisense RNA pathway","expression"
"bioplanet_242","Polyadenylation of mRNA","Genetic disease"
"bioplanet_242","Polyadenylation of mRNA","RNA processing"
"bioplanet_242","Polyadenylation of mRNA","Transcription"
"bioplanet_242","Polyadenylation of mRNA","Transcriptional regulation"
"bioplanet_242","Polyadenylation of mRNA","expression"
"bioplanet_243","Internal ribosome entry pathway","Nucleic acid metabolism"
"bioplanet_243","Internal ribosome entry pathway","Transcription"
"bioplanet_243","Internal ribosome entry pathway","Translation"
"bioplanet_243","Internal ribosome entry pathway","expression"
"bioplanet_244","Downregulation of MTA-3 in ER-negative breast tumors","Cancer"
"bioplanet_244","Downregulation of MTA-3 in ER-negative breast tumors","Transcriptional regulation"
"bioplanet_244","Downregulation of MTA-3 in ER-negative breast tumors","expression"
"bioplanet_245","","expression"
"bioplanet_246","Transcriptional activity regulation by PML","Cancer"
"bioplanet_246","Transcriptional activity regulation by PML","Cell death"
"bioplanet_246","Transcriptional activity regulation by PML","Infectious disease"
"bioplanet_246","Transcriptional activity regulation by PML","Transcription"
"bioplanet_246","Transcriptional activity regulation by PML","Transcriptional regulation"
"bioplanet_246","Transcriptional activity regulation by PML","expression"
"bioplanet_247","PPAR-gamma coactivator role in obesity and thermogenesis","Cancer"
"bioplanet_247","PPAR-gamma coactivator role in obesity and thermogenesis","Lipid metabolism"
"bioplanet_247","PPAR-gamma coactivator role in obesity and thermogenesis","Small molecule metabolism"
"bioplanet_247","PPAR-gamma coactivator role in obesity and thermogenesis","expression"
"bioplanet_248","Double stranded RNA-induced gene expression","Cancer"
"bioplanet_248","Double stranded RNA-induced gene expression","Cell death"
"bioplanet_248","Double stranded RNA-induced gene expression","RNA processing"
"bioplanet_248","Double stranded RNA-induced gene expression","Transcription"
"bioplanet_248","Double stranded RNA-induced gene expression","Translation"
"bioplanet_248","Double stranded RNA-induced gene expression","expression"
"bioplanet_249","E2F1 destruction pathway","Cancer"
"bioplanet_249","E2F1 destruction pathway","Cell division"
"bioplanet_249","E2F1 destruction pathway","Nucleic acid metabolism"
"bioplanet_249","E2F1 destruction pathway","RNA processing"
"bioplanet_249","E2F1 destruction pathway","Transcription"
"bioplanet_249","E2F1 destruction pathway","Transcriptional regulation"
"bioplanet_249","E2F1 destruction pathway","expression"
"bioplanet_25","BAD phosphorylation regulation","Apoptosis"
"bioplanet_25","BAD phosphorylation regulation","Cell death"
"bioplanet_25","BAD phosphorylation regulation","Cell proliferation"
"bioplanet_25","BAD phosphorylation regulation","CellSignaling"
"bioplanet_25","BAD phosphorylation regulation","Endocrine system"
"bioplanet_25","BAD phosphorylation regulation","Immune system"
"bioplanet_25","BAD phosphorylation regulation","Infectious disease"
"bioplanet_25","BAD phosphorylation regulation","Nervous system"
"bioplanet_25","BAD phosphorylation regulation","Protein modification"
"bioplanet_25","BAD phosphorylation regulation","Reproduction"
"bioplanet_25","BAD phosphorylation regulation","Stress response"
"bioplanet_25","BAD phosphorylation regulation","Transport"
"bioplanet_250","Spliceosomal assembly","Cell proliferation"
"bioplanet_250","Spliceosomal assembly","Nucleic acid metabolism"
"bioplanet_250","Spliceosomal assembly","RNA processing"
"bioplanet_250","Spliceosomal assembly","Transcription"
"bioplanet_250","Spliceosomal assembly","expression"
"bioplanet_251","Telomerase RNA component gene hTERC transcriptional regulation","DNA replication"
"bioplanet_251","Telomerase RNA component gene hTERC transcriptional regulation","RNA processing"
"bioplanet_251","Telomerase RNA component gene hTERC transcriptional regulation","Transcriptional regulation"
"bioplanet_251","Telomerase RNA component gene hTERC transcriptional regulation","expression"
"bioplanet_252","Control of gene expression by vitamin D receptor","Cancer"
"bioplanet_252","Control of gene expression by vitamin D receptor","Small molecule metabolism"
"bioplanet_252","Control of gene expression by vitamin D receptor","Vitamin and cofactor metabolism"
"bioplanet_252","Control of gene expression by vitamin D receptor","expression"
"bioplanet_253","Telomerase protein component gene hTERT transcriptional regulation","Cancer"
"bioplanet_253","Telomerase protein component gene hTERT transcriptional regulation","DNA repair"
"bioplanet_253","Telomerase protein component gene hTERT transcriptional regulation","Transcriptional regulation"
"bioplanet_253","Telomerase protein component gene hTERT transcriptional regulation","expression"
"bioplanet_254","SUMOylation by RanBP2 regulates transcriptional repression","Protein modification"
"bioplanet_254","SUMOylation by RanBP2 regulates transcriptional repression","Small molecule metabolism"
"bioplanet_254","SUMOylation by RanBP2 regulates transcriptional repression","Transcription"
"bioplanet_254","SUMOylation by RanBP2 regulates transcriptional repression","Transcriptional regulation"
"bioplanet_254","SUMOylation by RanBP2 regulates transcriptional repression","Transport"
"bioplanet_254","SUMOylation by RanBP2 regulates transcriptional repression","expression"
"bioplanet_255","FXR and LXR regulation of cholesterol metabolism","Cancer"
"bioplanet_255","FXR and LXR regulation of cholesterol metabolism","Digestive system"
"bioplanet_255","FXR and LXR regulation of cholesterol metabolism","Lipid metabolism"
"bioplanet_255","FXR and LXR regulation of cholesterol metabolism","Metabolism"
"bioplanet_255","FXR and LXR regulation of cholesterol metabolism","Small molecule metabolism"
"bioplanet_255","FXR and LXR regulation of cholesterol metabolism","Transcription"
"bioplanet_255","FXR and LXR regulation of cholesterol metabolism","expression"
"bioplanet_256","SREBP control of lipid biosynthesis","Digestive system"
"bioplanet_256","SREBP control of lipid biosynthesis","Endocrine system"
"bioplanet_256","SREBP control of lipid biosynthesis","Lipid metabolism"
"bioplanet_256","SREBP control of lipid biosynthesis","Metabolism"
"bioplanet_256","SREBP control of lipid biosynthesis","Small molecule metabolism"
"bioplanet_256","SREBP control of lipid biosynthesis","Stress response"
"bioplanet_256","SREBP control of lipid biosynthesis","expression"
"bioplanet_257","Inhibition of Huntington's disease neurodegeneration by histone deacetylase inhibitors (HDACs)","Nervous system"
"bioplanet_257","Inhibition of Huntington's disease neurodegeneration by histone deacetylase inhibitors (HDACs)","Neurological disease"
"bioplanet_257","Inhibition of Huntington's disease neurodegeneration by histone deacetylase inhibitors (HDACs)","Neuroscience"
"bioplanet_257","Inhibition of Huntington's disease neurodegeneration by histone deacetylase inhibitors (HDACs)","Transcription"
"bioplanet_257","Inhibition of Huntington's disease neurodegeneration by histone deacetylase inhibitors (HDACs)","Transcriptional regulation"
"bioplanet_257","Inhibition of Huntington's disease neurodegeneration by histone deacetylase inhibitors (HDACs)","expression"
"bioplanet_258","RNA polymerase","Genetic Information Processing: Transcription"
"bioplanet_258","RNA polymerase","Nucleic acid metabolism"
"bioplanet_258","RNA polymerase","Transcription"
"bioplanet_259","Basal transcription factors","Genetic Information Processing: Transcription"
"bioplanet_259","Basal transcription factors","Transcription"
"bioplanet_259","Basal transcription factors","Transcriptional regulation"
"bioplanet_26","D4-GDI signaling pathway","Apoptosis"
"bioplanet_26","D4-GDI signaling pathway","Cell death"
"bioplanet_26","D4-GDI signaling pathway","CellSignaling"
"bioplanet_26","D4-GDI signaling pathway","Nervous system"
"bioplanet_26","D4-GDI signaling pathway","Neurological disease"
"bioplanet_260","Spliceosome","Genetic Information Processing: Transcription"
"bioplanet_260","Spliceosome","Nucleic acid metabolism"
"bioplanet_260","Spliceosome","RNA processing"
"bioplanet_260","Spliceosome","Transcription"
"bioplanet_260","Spliceosome","Transport"
"bioplanet_261","RNA degradation","Genetic Information Processing:Folding, sorting and degradation"
"bioplanet_261","RNA degradation","Nucleic acid metabolism"
"bioplanet_261","RNA degradation","RNA processing"
"bioplanet_261","RNA degradation","Transcription"
"bioplanet_262","Protein export","Genetic Information Processing:Folding, sorting and degradation"
"bioplanet_262","Protein export","Transport"
"bioplanet_263","Ubiquitin-mediated proteolysis","DNA repair"
"bioplanet_263","Ubiquitin-mediated proteolysis","Genetic Information Processing:Folding, sorting and degradation"
"bioplanet_263","Ubiquitin-mediated proteolysis","Immune system"
"bioplanet_263","Ubiquitin-mediated proteolysis","Infectious disease"
"bioplanet_263","Ubiquitin-mediated proteolysis","Stress response"
"bioplanet_264","SNARE interactions in vesicular transport","Genetic Information Processing:Folding, sorting and degradation"
"bioplanet_264","SNARE interactions in vesicular transport","Transport"
"bioplanet_265","Protein processing in the endoplasmic reticulum","Genetic Information Processing:Folding, sorting and degradation"
"bioplanet_265","Protein processing in the endoplasmic reticulum","Protein folding, sorting and degradation"
"bioplanet_265","Protein processing in the endoplasmic reticulum","Protein modification"
"bioplanet_265","Protein processing in the endoplasmic reticulum","Stress response"
"bioplanet_266","Base excision repair","Cancer"
"bioplanet_266","Base excision repair","DNA repair"
"bioplanet_266","Base excision repair","DNA replication"
"bioplanet_266","Base excision repair","Genetic Information Processing:Replication and repair"
"bioplanet_266","Base excision repair","Nucleic acid metabolism"
"bioplanet_267","Mismatch repair","Cancer"
"bioplanet_267","Mismatch repair","DNA repair"
"bioplanet_267","Mismatch repair","DNA replication"
"bioplanet_267","Mismatch repair","Genetic Information Processing:Replication and repair"
"bioplanet_267","Mismatch repair","Genetic disease"
"bioplanet_268","Homologous recombination","Cancer"
"bioplanet_268","Homologous recombination","DNA repair"
"bioplanet_268","Homologous recombination","DNA replication"
"bioplanet_268","Homologous recombination","Genetic Information Processing:Replication and repair"
"bioplanet_268","Homologous recombination","Reproduction"
"bioplanet_269","Non-homologous end-joining (NHEJ) pathway","DNA repair"
"bioplanet_269","Non-homologous end-joining (NHEJ) pathway","DNA replication"
"bioplanet_269","Non-homologous end-joining (NHEJ) pathway","Genetic Information Processing:Replication and repair"
"bioplanet_269","Non-homologous end-joining (NHEJ) pathway","Transport"
"bioplanet_27","BAD phosphorylation mediated by IGF1R signaling","Apoptosis"
"bioplanet_27","BAD phosphorylation mediated by IGF1R signaling","Cancer"
"bioplanet_27","BAD phosphorylation mediated by IGF1R signaling","Cell death"
"bioplanet_27","BAD phosphorylation mediated by IGF1R signaling","Cell proliferation"
"bioplanet_27","BAD phosphorylation mediated by IGF1R signaling","CellSignaling"
"bioplanet_27","BAD phosphorylation mediated by IGF1R signaling","Endocrine system"
"bioplanet_27","BAD phosphorylation mediated by IGF1R signaling","Immune system"
"bioplanet_27","BAD phosphorylation mediated by IGF1R signaling","Protein modification"
"bioplanet_27","BAD phosphorylation mediated by IGF1R signaling","Stress response"
"bioplanet_27","BAD phosphorylation mediated by IGF1R signaling","Transport"
"bioplanet_270","RNA polymerase III transcription","Nucleic acid metabolism"
"bioplanet_270","RNA polymerase III transcription","Transcription"
"bioplanet_270","RNA polymerase III transcription","Transcriptional regulation"
"bioplanet_270","RNA polymerase III transcription","expression"
"bioplanet_271","Integrin signaling pathway","Adhesion"
"bioplanet_271","Integrin signaling pathway","Cancer"
"bioplanet_271","Integrin signaling pathway","Cardiovascular disease"
"bioplanet_271","Integrin signaling pathway","CellSignaling"
"bioplanet_271","Integrin signaling pathway","Circulatory system"
"bioplanet_271","Integrin signaling pathway","Infectious disease"
"bioplanet_271","Integrin signaling pathway","Nervous system"
"bioplanet_272","Signaling of hepatocyte growth factor receptor","Cell proliferation"
"bioplanet_272","Signaling of hepatocyte growth factor receptor","CellSignaling"
"bioplanet_272","Signaling of hepatocyte growth factor receptor","Reproduction"
"bioplanet_272","Signaling of hepatocyte growth factor receptor","Stress response"
"bioplanet_272","Signaling of hepatocyte growth factor receptor","Transcription"
"bioplanet_272","Signaling of hepatocyte growth factor receptor","Transcriptional regulation"
"bioplanet_273","Nuclear receptors in lipid metabolism and toxicity","Cancer"
"bioplanet_273","Nuclear receptors in lipid metabolism and toxicity","CellSignaling"
"bioplanet_273","Nuclear receptors in lipid metabolism and toxicity","Digestive system"
"bioplanet_273","Nuclear receptors in lipid metabolism and toxicity","Lipid metabolism"
"bioplanet_273","Nuclear receptors in lipid metabolism and toxicity","Small molecule metabolism"
"bioplanet_273","Nuclear receptors in lipid metabolism and toxicity","Transcription"
"bioplanet_273","Nuclear receptors in lipid metabolism and toxicity","Transcriptional regulation"
"bioplanet_273","Nuclear receptors in lipid metabolism and toxicity","Transport"
"bioplanet_273","Nuclear receptors in lipid metabolism and toxicity","expression"
"bioplanet_274","TGF-beta signaling pathway","Cancer"
"bioplanet_274","TGF-beta signaling pathway","Carbohydrate metabolism"
"bioplanet_274","TGF-beta signaling pathway","Cell differentiation"
"bioplanet_274","TGF-beta signaling pathway","Cell proliferation"
"bioplanet_274","TGF-beta signaling pathway","CellSignaling"
"bioplanet_274","TGF-beta signaling pathway","Circulatory system"
"bioplanet_274","TGF-beta signaling pathway","CytokinesChemokines"
"bioplanet_274","TGF-beta signaling pathway","Immune system"
"bioplanet_274","TGF-beta signaling pathway","Nervous system"
"bioplanet_274","TGF-beta signaling pathway","Stress response"
"bioplanet_275","","Apoptosis"
"bioplanet_275","","CellSignaling"
"bioplanet_275","","Immunology"
"bioplanet_276","Alpha-hemoglobin stabilizing enzyme (AHSP) pathway","Circulatory system"
"bioplanet_276","Alpha-hemoglobin stabilizing enzyme (AHSP) pathway","Genetic disease"
"bioplanet_276","Alpha-hemoglobin stabilizing enzyme (AHSP) pathway","Hematopoiesis"
"bioplanet_276","Alpha-hemoglobin stabilizing enzyme (AHSP) pathway","Vitamin and cofactor metabolism"
"bioplanet_277","Erythrocyte differentiation pathway","Cardiovascular disease"
"bioplanet_277","Erythrocyte differentiation pathway","Cell differentiation"
"bioplanet_277","Erythrocyte differentiation pathway","Cell growth"
"bioplanet_277","Erythrocyte differentiation pathway","Cell proliferation"
"bioplanet_277","Erythrocyte differentiation pathway","Circulatory system"
"bioplanet_277","Erythrocyte differentiation pathway","Hematopoiesis"
"bioplanet_277","Erythrocyte differentiation pathway","Immune system"
"bioplanet_277","Erythrocyte differentiation pathway","Infectious disease"
"bioplanet_278","Bone mineralization regulation","Genetic disease"
"bioplanet_278","Bone mineralization regulation","Hematopoiesis"
"bioplanet_278","Bone mineralization regulation","Musculoskeletal system"
"bioplanet_279","Pathways in cancer","Cancer"
"bioplanet_279","Pathways in cancer","Cell division"
"bioplanet_279","Pathways in cancer","Cell proliferation"
"bioplanet_279","Pathways in cancer","Human Diseases:Cancers: Overview"
"bioplanet_28","SODD/TNFR1 signaling pathway","Apoptosis"
"bioplanet_28","SODD/TNFR1 signaling pathway","Cell death"
"bioplanet_28","SODD/TNFR1 signaling pathway","CellSignaling"
"bioplanet_28","SODD/TNFR1 signaling pathway","Infectious disease"
"bioplanet_28","SODD/TNFR1 signaling pathway","Lipid metabolism"
"bioplanet_280","Colorectal cancer","Cancer"
"bioplanet_280","Colorectal cancer","Cell division"
"bioplanet_280","Colorectal cancer","Cell proliferation"
"bioplanet_280","Colorectal cancer","Digestive system"
"bioplanet_280","Colorectal cancer","Excretory system"
"bioplanet_280","Colorectal cancer","Human Diseases:Cancers: Specific types"
"bioplanet_281","Renal cell carcinoma","Cancer"
"bioplanet_281","Renal cell carcinoma","Cell proliferation"
"bioplanet_281","Renal cell carcinoma","Excretory system"
"bioplanet_281","Renal cell carcinoma","Human Diseases:Cancers: Specific types"
"bioplanet_282","Pancreatic cancer","Cancer"
"bioplanet_282","Pancreatic cancer","Cell proliferation"
"bioplanet_282","Pancreatic cancer","Endocrine and metabolic disease"
"bioplanet_282","Pancreatic cancer","Endocrine system"
"bioplanet_282","Pancreatic cancer","Human Diseases:Cancers: Specific types"
"bioplanet_282","Pancreatic cancer","Lipid metabolism"
"bioplanet_283","Endometrial cancer","Cancer"
"bioplanet_283","Endometrial cancer","Cell proliferation"
"bioplanet_283","Endometrial cancer","Human Diseases:Cancers: Specific types"
"bioplanet_283","Endometrial cancer","Stress response"
"bioplanet_284","Glioma","Cancer"
"bioplanet_284","Glioma","Cell proliferation"
"bioplanet_284","Glioma","Human Diseases:Cancers: Specific types"
"bioplanet_284","Glioma","Nervous system"
"bioplanet_284","Glioma","Neurological disease"
"bioplanet_285","Prostate cancer","Cancer"
"bioplanet_285","Prostate cancer","Cell proliferation"
"bioplanet_285","Prostate cancer","Endocrine system"
"bioplanet_285","Prostate cancer","Human Diseases:Cancers: Specific types"
"bioplanet_285","Prostate cancer","Stress response"
"bioplanet_286","Thyroid cancer","Cancer"
"bioplanet_286","Thyroid cancer","Cell proliferation"
"bioplanet_286","Thyroid cancer","Endocrine system"
"bioplanet_286","Thyroid cancer","Human Diseases:Cancers: Specific types"
"bioplanet_287","Basal cell carcinoma","Cancer"
"bioplanet_287","Basal cell carcinoma","Cell proliferation"
"bioplanet_287","Basal cell carcinoma","Excretory system"
"bioplanet_287","Basal cell carcinoma","Human Diseases:Cancers: Specific types"
"bioplanet_287","Basal cell carcinoma","Stress response"
"bioplanet_288","Melanoma","Cancer"
"bioplanet_288","Melanoma","Cell division"
"bioplanet_288","Melanoma","Cell proliferation"
"bioplanet_288","Melanoma","Human Diseases:Cancers: Specific types"
"bioplanet_289","Bladder cancer","Cancer"
"bioplanet_289","Bladder cancer","Cell proliferation"
"bioplanet_289","Bladder cancer","Excretory system"
"bioplanet_289","Bladder cancer","Human Diseases:Cancers: Specific types"
"bioplanet_289","Bladder cancer","Stress response"
"bioplanet_29","TSP1-induced apoptosis in microvascular endothelial cell","Apoptosis"
"bioplanet_29","TSP1-induced apoptosis in microvascular endothelial cell","Cell death"
"bioplanet_29","TSP1-induced apoptosis in microvascular endothelial cell","CellSignaling"
"bioplanet_29","TSP1-induced apoptosis in microvascular endothelial cell","Circulatory system"
"bioplanet_290","Chronic myeloid leukemia","Cancer"
"bioplanet_290","Chronic myeloid leukemia","Cardiovascular disease"
"bioplanet_290","Chronic myeloid leukemia","Cell division"
"bioplanet_290","Chronic myeloid leukemia","Cell proliferation"
"bioplanet_290","Chronic myeloid leukemia","Circulatory system"
