"PATHWAY_ID","PATHWAY_NAME","CATEGORY_NAME"
"bioplanet_1315","p38-alpha and p38-beta regulation","Cell differentiation"
"bioplanet_1315","p38-alpha and p38-beta regulation","Immune system"
"bioplanet_1315","p38-alpha and p38-beta regulation","Infectious disease"
"bioplanet_1315","p38-alpha and p38-beta regulation","Nervous system"
"bioplanet_1315","p38-alpha and p38-beta regulation","Protein modification"
"bioplanet_1315","p38-alpha and p38-beta regulation","Signal transduction"
"bioplanet_1315","p38-alpha and p38-beta regulation","Stress response"
"bioplanet_1316","CDC42 activity regulation","Cell motility"
"bioplanet_1316","CDC42 activity regulation","Circulatory system"
"bioplanet_1316","CDC42 activity regulation","Signal transduction"
"bioplanet_1317","ATM pathway","Apoptosis"
"bioplanet_1317","ATM pathway","Cancer"
"bioplanet_1317","ATM pathway","Cell division"
"bioplanet_1317","ATM pathway","Cell proliferation"
"bioplanet_1317","ATM pathway","CellSignaling"
"bioplanet_1317","ATM pathway","DNA repair"
"bioplanet_1317","ATM pathway","DNA replication"
"bioplanet_1317","ATM pathway","Nervous system"
"bioplanet_1317","ATM pathway","Reproduction"
"bioplanet_1317","ATM pathway","Stress response"
"bioplanet_1318","S1P/S1P1 pathway","Cancer"
"bioplanet_1318","S1P/S1P1 pathway","Circulatory system"
"bioplanet_1318","S1P/S1P1 pathway","Infectious disease"
"bioplanet_1318","S1P/S1P1 pathway","Signal transduction"
"bioplanet_1318","S1P/S1P1 pathway","Stress response"
"bioplanet_1319","Telomerase regulation","Cancer"
"bioplanet_1319","Telomerase regulation","Cell proliferation"
"bioplanet_1319","Telomerase regulation","Cellular Processes:Cell growth and death:Cell Cycle"
"bioplanet_1319","Telomerase regulation","DNA replication"
"bioplanet_1319","Telomerase regulation","Nucleic acid metabolism"
"bioplanet_1319","Telomerase regulation","Stress response"
"bioplanet_132","fMLP induced chemokine gene expression in HMC-1 cells","Cancer"
"bioplanet_132","fMLP induced chemokine gene expression in HMC-1 cells","Cell differentiation"
"bioplanet_132","fMLP induced chemokine gene expression in HMC-1 cells","Cell motility"
"bioplanet_132","fMLP induced chemokine gene expression in HMC-1 cells","Cell proliferation"
"bioplanet_132","fMLP induced chemokine gene expression in HMC-1 cells","CellSignaling"
"bioplanet_132","fMLP induced chemokine gene expression in HMC-1 cells","Circulatory system"
"bioplanet_132","fMLP induced chemokine gene expression in HMC-1 cells","CytokinesChemokines"
"bioplanet_132","fMLP induced chemokine gene expression in HMC-1 cells","Immune system"
"bioplanet_132","fMLP induced chemokine gene expression in HMC-1 cells","Immunology"
"bioplanet_132","fMLP induced chemokine gene expression in HMC-1 cells","Infectious disease"
"bioplanet_132","fMLP induced chemokine gene expression in HMC-1 cells","Nervous system"
"bioplanet_132","fMLP induced chemokine gene expression in HMC-1 cells","Stress response"
"bioplanet_1320","HNF3B pathway","Cancer"
"bioplanet_1320","HNF3B pathway","Signal transduction"
"bioplanet_1320","HNF3B pathway","Stress response"
"bioplanet_1320","HNF3B pathway","Transcription"
"bioplanet_1320","HNF3B pathway","Transcriptional regulation"
"bioplanet_1321","Regular glucocorticoid receptor pathway","Cancer"
"bioplanet_1321","Regular glucocorticoid receptor pathway","Chronology"
"bioplanet_1321","Regular glucocorticoid receptor pathway","Circulatory system"
"bioplanet_1321","Regular glucocorticoid receptor pathway","Immune system"
"bioplanet_1321","Regular glucocorticoid receptor pathway","Infectious disease"
"bioplanet_1321","Regular glucocorticoid receptor pathway","Nervous system"
"bioplanet_1321","Regular glucocorticoid receptor pathway","Signal transduction:NR"
"bioplanet_1321","Regular glucocorticoid receptor pathway","Small molecule metabolism"
"bioplanet_1321","Regular glucocorticoid receptor pathway","Transcription"
"bioplanet_1322","Alpha-9 beta-1 integrin pathway","Cancer"
"bioplanet_1322","Alpha-9 beta-1 integrin pathway","Cardiovascular disease"
"bioplanet_1322","Alpha-9 beta-1 integrin pathway","Cell differentiation"
"bioplanet_1322","Alpha-9 beta-1 integrin pathway","Cell division"
"bioplanet_1322","Alpha-9 beta-1 integrin pathway","Cell growth"
"bioplanet_1322","Alpha-9 beta-1 integrin pathway","Cell motility"
"bioplanet_1322","Alpha-9 beta-1 integrin pathway","Cell proliferation"
"bioplanet_1322","Alpha-9 beta-1 integrin pathway","Circulatory system"
"bioplanet_1322","Alpha-9 beta-1 integrin pathway","Signal transduction"
"bioplanet_1323","Validated nuclear estrogen receptor beta network","Endocrine system"
"bioplanet_1323","Validated nuclear estrogen receptor beta network","Excretory system"
"bioplanet_1323","Validated nuclear estrogen receptor beta network","Nervous system"
"bioplanet_1323","Validated nuclear estrogen receptor beta network","Organismal Systems:Endocrine system"
"bioplanet_1323","Validated nuclear estrogen receptor beta network","Reproduction"
"bioplanet_1324","Arf6 vesicle-mediated transport","Cancer"
"bioplanet_1324","Arf6 vesicle-mediated transport","Infectious disease"
"bioplanet_1324","Arf6 vesicle-mediated transport","Nervous system"
"bioplanet_1324","Arf6 vesicle-mediated transport","Signal transduction"
"bioplanet_1324","Arf6 vesicle-mediated transport","Transport"
"bioplanet_1325","PIK3C1/B pathway","Cancer"
"bioplanet_1325","PIK3C1/B pathway","Carbohydrate metabolism"
"bioplanet_1325","PIK3C1/B pathway","Endocrine system"
"bioplanet_1325","PIK3C1/B pathway","G-protein coupled receptor"
"bioplanet_1325","PIK3C1/B pathway","Immune disease"
"bioplanet_1325","PIK3C1/B pathway","Reproduction"
"bioplanet_1325","PIK3C1/B pathway","Signal transduction"
"bioplanet_1326","IGF1 pathway","Cancer"
"bioplanet_1326","IGF1 pathway","Cell death"
"bioplanet_1326","IGF1 pathway","Cell growth"
"bioplanet_1326","IGF1 pathway","Circulatory system"
"bioplanet_1326","IGF1 pathway","Endocrine system"
"bioplanet_1326","IGF1 pathway","Immune system"
"bioplanet_1326","IGF1 pathway","Musculoskeletal system"
"bioplanet_1326","IGF1 pathway","Signal transduction"
"bioplanet_1326","IGF1 pathway","Stress response"
"bioplanet_1327","Polo-like kinase 1 (PLK1) pathway","Cancer"
"bioplanet_1327","Polo-like kinase 1 (PLK1) pathway","Cell division"
"bioplanet_1327","Polo-like kinase 1 (PLK1) pathway","Cell motility"
"bioplanet_1327","Polo-like kinase 1 (PLK1) pathway","Cell proliferation"
"bioplanet_1327","Polo-like kinase 1 (PLK1) pathway","Cellular Processes:Cell growth and death:Cell Cycle"
"bioplanet_1327","Polo-like kinase 1 (PLK1) pathway","Protein modification"
"bioplanet_1327","Polo-like kinase 1 (PLK1) pathway","Reproduction"
"bioplanet_1328","T cell receptor/Ras pathway","Cancer"
"bioplanet_1328","T cell receptor/Ras pathway","Immune disease"
"bioplanet_1328","T cell receptor/Ras pathway","Immune system"
"bioplanet_1328","T cell receptor/Ras pathway","Infectious disease"
"bioplanet_1328","T cell receptor/Ras pathway","Organismal Systems:Immune system"
"bioplanet_1329","Rapid glucocorticoid receptor pathway","Cell proliferation"
"bioplanet_1329","Rapid glucocorticoid receptor pathway","Endocrine system"
"bioplanet_1329","Rapid glucocorticoid receptor pathway","Signal transduction:NR"
"bioplanet_1329","Rapid glucocorticoid receptor pathway","Stress response"
"bioplanet_1329","Rapid glucocorticoid receptor pathway","Transcription"
"bioplanet_133","Interferon-alpha signaling pathway","Cell proliferation"
"bioplanet_133","Interferon-alpha signaling pathway","CellSignaling"
"bioplanet_133","Interferon-alpha signaling pathway","CytokinesChemokines"
"bioplanet_133","Interferon-alpha signaling pathway","Immune system"
"bioplanet_133","Interferon-alpha signaling pathway","Immunology"
"bioplanet_133","Interferon-alpha signaling pathway","Infectious disease"
"bioplanet_1330","C-Myc pathway","Cancer"
"bioplanet_1330","C-Myc pathway","Cell death"
"bioplanet_1330","C-Myc pathway","Cell proliferation"
"bioplanet_1330","C-Myc pathway","DNA repair"
"bioplanet_1330","C-Myc pathway","Genetic disease"
"bioplanet_1330","C-Myc pathway","Signal transduction:TF"
"bioplanet_1330","C-Myc pathway","Transcription"
"bioplanet_1330","C-Myc pathway","Transcriptional regulation"
"bioplanet_1331","Interleukin-2/PI3K pathway","Cancer"
"bioplanet_1331","Interleukin-2/PI3K pathway","Cell proliferation"
"bioplanet_1331","Interleukin-2/PI3K pathway","Digestive system"
"bioplanet_1331","Interleukin-2/PI3K pathway","Immune system"
"bioplanet_1331","Interleukin-2/PI3K pathway","Infectious disease"
"bioplanet_1331","Interleukin-2/PI3K pathway","Reproduction"
"bioplanet_1331","Interleukin-2/PI3K pathway","Signal transduction"
"bioplanet_1332","p53 signaling pathway","Cancer"
"bioplanet_1332","p53 signaling pathway","Cell death"
"bioplanet_1332","p53 signaling pathway","Cell division"
"bioplanet_1332","p53 signaling pathway","Cellular Processes:Cell growth and death"
"bioplanet_1332","p53 signaling pathway","DNA repair"
"bioplanet_1332","p53 signaling pathway","Stress response"
"bioplanet_1333","Androgen receptor regulation of biosynthesis and transcription","Cancer"
"bioplanet_1333","Androgen receptor regulation of biosynthesis and transcription","Chronology"
"bioplanet_1333","Androgen receptor regulation of biosynthesis and transcription","Circulatory system"
"bioplanet_1333","Androgen receptor regulation of biosynthesis and transcription","Endocrine system"
"bioplanet_1333","Androgen receptor regulation of biosynthesis and transcription","Reproduction"
"bioplanet_1333","Androgen receptor regulation of biosynthesis and transcription","Signal transduction"
"bioplanet_1333","Androgen receptor regulation of biosynthesis and transcription","Small molecule metabolism"
"bioplanet_1333","Androgen receptor regulation of biosynthesis and transcription","Stress response"
"bioplanet_1333","Androgen receptor regulation of biosynthesis and transcription","Transcription"
"bioplanet_1334","E-cadherin nascent AJ-like junctions pathway","Cancer"
"bioplanet_1334","E-cadherin nascent AJ-like junctions pathway","Cell motility"
"bioplanet_1334","E-cadherin nascent AJ-like junctions pathway","Cell proliferation"
"bioplanet_1334","E-cadherin nascent AJ-like junctions pathway","Reproduction"
"bioplanet_1334","E-cadherin nascent AJ-like junctions pathway","Signal transduction"
"bioplanet_1334","E-cadherin nascent AJ-like junctions pathway","Stress response"
"bioplanet_1335","Integrin beta-4 pathway","Cell proliferation"
"bioplanet_1335","Integrin beta-4 pathway","Genetic disease"
"bioplanet_1335","Integrin beta-4 pathway","Signal transduction"
"bioplanet_1336","","Signal transduction"
"bioplanet_1337","Integrins in angiogenesis","Cardiovascular disease"
"bioplanet_1337","Integrins in angiogenesis","Cell proliferation"
"bioplanet_1337","Integrins in angiogenesis","Circulatory system"
"bioplanet_1337","Integrins in angiogenesis","Signal transduction"
"bioplanet_1337","Integrins in angiogenesis","Stress response"
"bioplanet_1338","","Signal transduction"
"bioplanet_1339","RXR/VDR pathway","Cancer"
"bioplanet_1339","RXR/VDR pathway","Lipid metabolism"
"bioplanet_1339","RXR/VDR pathway","Reproduction"
"bioplanet_1339","RXR/VDR pathway","Signal transduction"
"bioplanet_1339","RXR/VDR pathway","Small molecule metabolism"
"bioplanet_1339","RXR/VDR pathway","Vitamin and cofactor metabolism"
"bioplanet_134","","CellSignaling"
"bioplanet_134","","CytokinesChemokines"
"bioplanet_134","","Immunology"
"bioplanet_1340","ERBB1 downstream pathway","Cancer"
"bioplanet_1340","ERBB1 downstream pathway","Cell differentiation"
"bioplanet_1340","ERBB1 downstream pathway","Cell proliferation"
"bioplanet_1340","ERBB1 downstream pathway","Circulatory system"
"bioplanet_1340","ERBB1 downstream pathway","Immune system"
"bioplanet_1340","ERBB1 downstream pathway","Nervous system"
"bioplanet_1340","ERBB1 downstream pathway","Protein modification"
"bioplanet_1340","ERBB1 downstream pathway","Signal transduction"
"bioplanet_1340","ERBB1 downstream pathway","Transcription"
"bioplanet_1341","Syndecan 4 pathway","Cancer"
"bioplanet_1341","Syndecan 4 pathway","Circulatory system"
"bioplanet_1341","Syndecan 4 pathway","Signal transduction"
"bioplanet_1342","ATF2 transcription factor network","Cancer"
"bioplanet_1342","ATF2 transcription factor network","Cardiovascular disease"
"bioplanet_1342","ATF2 transcription factor network","Cell differentiation"
"bioplanet_1342","ATF2 transcription factor network","Cell division"
"bioplanet_1342","ATF2 transcription factor network","Endocrine system"
"bioplanet_1342","ATF2 transcription factor network","Immune system"
"bioplanet_1342","ATF2 transcription factor network","Infectious disease"
"bioplanet_1342","ATF2 transcription factor network","Signal transduction"
"bioplanet_1342","ATF2 transcription factor network","Stress response"
"bioplanet_1342","ATF2 transcription factor network","Transcription"
"bioplanet_1343","AP-1 transcription factor network","Cancer"
"bioplanet_1343","AP-1 transcription factor network","Immune system"
"bioplanet_1343","AP-1 transcription factor network","Infectious disease"
"bioplanet_1343","AP-1 transcription factor network","Signal transduction"
"bioplanet_1343","AP-1 transcription factor network","Stress response"
"bioplanet_1343","AP-1 transcription factor network","Transcription"
"bioplanet_1343","AP-1 transcription factor network","Transcriptional regulation"
"bioplanet_1344","Integrin beta-2 pathway","Cardiovascular disease"
"bioplanet_1344","Integrin beta-2 pathway","Circulatory system"
"bioplanet_1344","Integrin beta-2 pathway","Infectious disease"
"bioplanet_1344","Integrin beta-2 pathway","Signal transduction"
"bioplanet_1345","FOXM1 transcription factor network","Cancer"
"bioplanet_1345","FOXM1 transcription factor network","Cell differentiation"
"bioplanet_1345","FOXM1 transcription factor network","Cell proliferation"
"bioplanet_1345","FOXM1 transcription factor network","DNA repair"
"bioplanet_1345","FOXM1 transcription factor network","Reproduction"
"bioplanet_1345","FOXM1 transcription factor network","Signal transduction"
"bioplanet_1345","FOXM1 transcription factor network","Stress response"
"bioplanet_1345","FOXM1 transcription factor network","Transcription"
"bioplanet_1346","Ephrin receptor A forward pathway","Cell differentiation"
"bioplanet_1346","Ephrin receptor A forward pathway","Cell motility"
"bioplanet_1346","Ephrin receptor A forward pathway","Circulatory system"
